Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5
0759dd91-6efe-4e67-a15d-7697bf923336,Human connection and gathering,Neutral,Diminished human interaction and connection,Loss of cultural community and togetherness,,,
fcbec5d3-eabb-439b-b1d2-9ad0cc8612fc,Human interaction,Neutral,Diminished human interaction and connection,,,,
3d8e201f-b621-4e12-8c7b-bb7671bfa0f3,Human relations ,Neutral,Diminished human interaction and connection,,,,
333a704d-887f-42ca-83ff-640628de8978,Human touch ,Neutral,Diminished human interaction and connection,,,,
bdb29548-0a33-4d81-8a20-850933019b28,Human warmth and interaction with others,Positive,Diminished human interaction and connection,,,,
2c169868-8010-49a8-8119-87eca74d7e90,Humanity. The ability to care for one another,Neutral,Loss of empathy and compassion,,,,
27f07200-22bc-4816-ba76-1c35589582e9,Humans loving humans ,Positive,Loss of empathy and compassion,,,,
c4206228-5f87-4348-8f78-2f5a56f932e7,"I am very concerned that as technology advances, especially as English-based artificial intelligence systems become more dominant, the expression and importance of Chinese and other languages will be weakened.",Neutral,Bias towards dominant languages and cultures,Loss of language diversity and dialects,,,
9489ed1b-7af0-45d3-ba4c-aac7082319d0,"I am worried about losing unique aspects such as language, literature of my culture due to ai being mostly in western languages since the newer generations are susceptible to not learning their mother tongues as well as the western languages.",Negative,Bias towards dominant languages and cultures,Loss of language diversity and dialects,,,
1c60335d-6ec9-4a13-a54c-99ae0b628798,"I am worried that we will lose the dialects and many subtle differences in expressions in the language and culture. These are knowledge that can only be learned and passed on through face-to-face conversations, with tone and context.",Neutral,Loss of cultural nuances and subtleties,Loss of language diversity and dialects,,,
e76ee53d-194c-4136-8d04-23f7c6a1c3eb,"It isn't specific to AI, per se, but I do notice fashions and manners of speech becoming more homogeneous in diverse locations due to globalisation. I guess this could be exacerbated by AI.",Neutral,Homogenization of culture,,,,
911f2504-cc91-496c-a05f-f36ef521229d,It might be difficult for an AI system to be fluent in all languages and dialects especially when it comes to slangs which can cause a communication gap.,Negative,Impact on cultural communication and language use,Loss of language diversity and dialects,,,
d0b84494-d80e-4420-9ecc-7df59bfd6811,"I’d be most worried about losing the subtle details of languages that make them unique and rich, as well as the traditional practices and customs that define our cultural heritage. There's a risk that local knowledge and community-specific skills might get overshadowed by more global or mainstream technologies. I also fear that unique cultural values could be diluted if AI mainly reflects the perspectives of its creators. It’s important to make sure AI respects and includes these diverse culture",Neutral,Bias towards dominant languages and cultures,Loss of cultural identity and uniqueness,Loss of cultural traditions and rituals,Loss of language diversity and dialects,
d59983c1-7bba-4173-af0c-f301363b3198,"Kindness, traditional festivals",Neutral,Impact on traditional festivals and celebrations,Loss of empathy and compassion,,,
13599dfa-b698-4695-9a55-b3e2cf87614a,Language and communication,Neutral,Impact on cultural communication and language use,Loss of language diversity and dialects,,,
5d5ebb4e-6906-424b-8e15-c02297c4a0cb,Language and customs like festivals and community gatherings,Neutral,Impact on traditional festivals and celebrations,Loss of cultural practices and customs,Loss of language diversity and dialects,,
56abc005-ad8a-4f43-8966-01909569fedb,Language and local customs that bring People together,Neutral,Loss of cultural practices and customs,Loss of language diversity and dialects,,,
5d3dad6c-1cbb-48b3-b682-46c133592464,"Language and traditional culture, some minority languages and traditional cultural festivals may be gradually abandoned and eventually die out because of their low usage.",Negative,Impact on traditional festivals and celebrations,Loss of cultural diversity and richness,Loss of language diversity and dialects,,
4ecd17b7-38fe-49a8-86fa-f5e52716fcec,"Language and traditions.

",Neutral,Loss of cultural traditions and rituals,Loss of language diversity and dialects,,,
9f05a131-cd01-439c-a9c2-7365a69c600f,"Language expressions, vocabulary, and connotations in different cultures",Neutral,Loss of cultural nuances and subtleties,Loss of language diversity and dialects,,,
7d627ed6-e848-4e36-a3e9-6baab3432167,"Language preservation: AI models are often trained on large datasets of text, which can be biased towards certain languages and dialects. This could lead to the neglect of less common languages, potentially contributing to language loss.
Cultural understanding: AI models can be influenced by the cultural biases present in their training data. This could lead to AI systems that struggle to understand and respond to people from different cultural backgrounds.",Neutral,Bias towards dominant languages and cultures,Impact on cultural representation and inclusion,Loss of language diversity and dialects,,
b7b8caac-1f19-4c5b-8a9e-ef8b0befd875,"Language, traditions.",Neutral,Loss of cultural traditions and rituals,Loss of language diversity and dialects,,,
c5644465-e0a6-41e1-b45d-06be7a9b880a,"Language. A lot of people are using English these days, they become rusty and worse at speaking their own mother tongue. And most AI are built in English to cater the international market.",Neutral,Bias towards dominant languages and cultures,Loss of language diversity and dialects,,,
e26abcb8-bb62-4dfd-aa7c-3de2b649720e,Language. Local preferences. Local mind and understanding ,Neutral,Loss of cultural identity and uniqueness,Loss of language diversity and dialects,,,
071dad7a-73b3-4a58-b017-2dceff252c6a,Language/accent since robots usually talk in 1 tone.,Neutral,Loss of language diversity and dialects,,,,
6733999d-4435-4f10-b6ba-ac75869d5b75,"Languages and traditions which are teached by predecessors as Childrens grow they learn by their visuals and experiences as they are engaged more with computers and smart devices learning those things will turn difficult and those culture will become extinct, the culture teach things and with that children mix up their societal values to be a good human in their life",Neutral,Loss of cultural practices and customs,Loss of cultural traditions and rituals,Loss of language diversity and dialects,,
de76353a-59d8-4add-b934-a44871d09146,Languages spoken by different communities might be lost.,Neutral,Loss of language diversity and dialects,,,,
8b15a5a4-f77d-42e8-a54f-272e8aa62af3,"Lesser spoken languages, ancient traditions, local stories",Neutral,Impact on traditional storytelling and oral traditions,Loss of language diversity and dialects,,,
1d8f9cfb-81fe-44b8-90d9-15fa992c09ef,"Letters. In the past, correspondence was also a form of communication, but now few people send letters. I’m not referring to letters like bills, but correspondence between friends and family is very rare. Although texting is very convenient, the emotions and methods conveyed by letters are unique. Perhaps in the future, correspondence will be even less common or even disappear.",Neutral,Diminished human interaction and connection,Impact on cultural communication and language use,,,
3a33b47d-cce0-4c53-93ce-e036cbe65b56,Like I said earlier I am afraid we are loosing our mother tongues languages.,Negative,Loss of language diversity and dialects,,,,
d8c981a6-2895-4000-a34a-56264099ec4f,"Local cultures, including languages, dialects, history and traditions.",Neutral,Loss of cultural identity and uniqueness,Loss of cultural traditions and rituals,Loss of language diversity and dialects,,
98521de4-e0b1-43f1-b551-c003263a4ac8,"Local traditions. AI gets too much information and many things can get mixed. Some very niche traditions, only practiced in a few places, can get lost under the impression of how things work in a larger scale. One example is very specific language use. My dialect calls some things different, and with the amount of new residents in my city, these different words are forgotten and even mocked online. Imagine if it's all AI.",Neutral,Homogenization of culture,Loss of cultural traditions and rituals,Loss of language diversity and dialects,,
1fda5fb1-049c-4ae8-969d-6d3b28305d3e,"Loosing our local language. my daughter cannot speak my local language because it is not taught in school anymore and i think that will really happen with the introduction of AI. We are all different, i think all of us speaking one language is okay but then we will loose who we are at the core.",Neutral,Bias towards dominant languages and cultures,Loss of language diversity and dialects,,,
4034eaf0-1690-4c77-a48b-66429cebeb3e,Losing of Indigenous languages and traditions which makes the communities unique from each other.,Neutral,Loss of cultural identity and uniqueness,Loss of cultural traditions and rituals,Loss of language diversity and dialects,,
24ab85e3-4979-4b78-a8da-c39be93c6cf6,Losing the ability of speaking/using native languages as AI tools are mostly designed in popular languages ,Negative,Bias towards dominant languages and cultures,Loss of language diversity and dialects,,,
42e09c00-e3d0-41a4-bda5-6b09a9aed822,"Losing the tranquility and calm of other cultures

",Negative,Other,,,,
0305cfe0-8429-4327-911c-c6ae9d936325,"Many languages and dialects are already at risk of extinction. AI-driven global communication tools could inadvertently accelerate this loss by prioritizing dominant languages and reducing the use of lesser-known ones.Traditional arts and crafts such as indigenous weaving, pottery, and metalwork represent centuries of cultural knowledge and skill. The dominance of mass-produced or AI-generated art might overshadow or devalue these time-honored techniques.",Neutral,Erosion of traditional arts and crafts,Loss of language diversity and dialects,,,
f6cf69b7-acd8-4bc8-a1c2-d195e6f2184b,National language and the mixing of cultural values,Neutral,Loss of cultural identity and uniqueness,Loss of language diversity and dialects,,,
d00534bb-963c-46f0-b280-9b235a35cd83,New relationships between people,Neutral,Diminished human interaction and connection,Other,,,
863dcf8e-bf1f-4501-a329-19d25ff78d20,Our language getting lost most people are now inter marrying and using English mostly for communication causing the original tribal language to continue drowning,Negative,Loss of language diversity and dialects,,,,
5c133a5e-58f2-4765-ad31-27103bff4249,Respect and mutual assistance,Positive,Impact on family and community bonds,Loss of cultural values and morals,,,
7d52f6b0-9fc6-47dd-99eb-1aad0738483c,Respect for each other.,Positive,Loss of cultural values and morals,,,,
598a1cb9-8163-4f0c-b8c1-6d9736146bac,"Social communication, cooperation and tolerance between people.",Neutral,Diminished human interaction and connection,,,,
127eec14-01b9-44b9-9d66-d6a24d95c4d2,"Socialising in person, the high street (shopping) - conversations you might have to day to day with say a taxi driver. Would not happen in a driver less car",Neutral,Diminished human interaction and connection,,,,
5e63649f-de0a-4030-a40c-fbade657ab9c,Socializing with people,Neutral,Diminished human interaction and connection,,,,
bd5c02c9-9eae-4fc4-9e5c-e13281bbb2f2,That oral traditions are forgotten or affected by AI modifying them.,Neutral,Impact on traditional storytelling and oral traditions,,,,
baba5902-4611-43d3-bbb4-593a2436717a,"The ability to understand, speak and think in different languages",Positive,Loss of language diversity and dialects,,,,
