theme,cosine_similarity,English Responses,Question ID,Question,Participant ID,run_id,timestamp
cultural integrity and diversity,0.5871725337916425,"elder respects, culture respect",b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,8330e9c7-7593-46de-943a-400648e81b42,ee473244,20250520_145232
cultural integrity and diversity,0.5821706376500364, Incorporating Traditional Values and Avoiding Cultural Misinterpretations,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,f4d13593-5923-4224-9510-bcd0bebb3fea,ee473244,20250520_145232
cultural integrity and diversity,0.5818028375926602,Being respectful of various backgrounds in. a culture with a mixed groups.,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,e8269218-b7fa-400f-a54a-1dcf731c59ab,ee473244,20250520_145232
cultural integrity and diversity,0.5794657527899731,My culture and ethics ,0b8bb518-a5b5-4298-bdb4-886c3ca3de61,"Name some things that you would like AI to have in common with you, and some things that you would like AI to do differently to you?",c16f1060-f384-4694-b148-bfa209f91aea,ee473244,20250520_145232
cultural integrity and diversity,0.5791720001885022,acknowlege the cultural heritage,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,6bb9942a-66fb-4cbf-9dcc-ca4a912dd238,ee473244,20250520_145232
cultural integrity and diversity,0.5784075792810363,Cultural identity,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,1c5c9f8c-403f-43a4-9ccb-159492c348ab,ee473244,20250520_145232
cultural integrity and diversity,0.5779680836670213,Integrity,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,3df609d3-08d4-46af-bf89-6230918d2c33,ee473244,20250520_145232
cultural integrity and diversity,0.5779680836670213,Integrity,0b8bb518-a5b5-4298-bdb4-886c3ca3de61,"Name some things that you would like AI to have in common with you, and some things that you would like AI to do differently to you?",479d83c1-faff-4e8f-a358-adb2d28f7716,ee473244,20250520_145232
cultural integrity and diversity,0.5776509318198169,Ethics and culture should be there,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,c16f1060-f384-4694-b148-bfa209f91aea,ee473244,20250520_145232
cultural integrity and diversity,0.5775662349693444,knowing the core cultural values other tha assumptions,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,bff0dfc7-ff61-4acb-bcaa-2b64f882ec28,ee473244,20250520_145232
cultural integrity and diversity,0.5768533612405635,By acknowledging cultural values and language,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,7b6dd76f-ed90-4806-a221-bc73e08a4ef6,ee473244,20250520_145232
cultural integrity and diversity,0.5765989446753033,Accepting our own cultures ,b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,369aa487-fd68-4a75-9d0f-1a9fc6fd6a60,ee473244,20250520_145232
cultural integrity and diversity,0.5762603582273655,The aspect of cultural diversity and initiation ,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,4804488f-ce02-40da-b6c2-831c33be5bc0,ee473244,20250520_145232
cultural integrity and diversity,0.5756970861938925,this is a crucial part as culture and tradition provide the core virtues in a community ,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,a935d6de-f651-4be8-97e5-6b297780f56c,ee473244,20250520_145232
cultural integrity and diversity,0.5753914663331616,It should ensure that the cultural beliefs are up held regardless of the solution reached at. ,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,913b42e5-2929-4552-b926-6fedbfc521a5,ee473244,20250520_145232
cultural integrity and diversity,0.5743037498915945,Diversity ,be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,11aca137-ad08-498d-97c5-0e2001fcffd5,ee473244,20250520_145232
cultural integrity and diversity,0.5740552553355547,"Without offending ethnicity, religion and race and still upholding culture or not discriminating against certain groups",b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,b0f2d80d-d78b-4770-9afd-0f00e90fa041,ee473244,20250520_145232
cultural integrity and diversity,0.5709699890314718,At least giving your cultural heritage a priority and respecting it,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,dc7a666b-65e1-4222-8943-df014078513f,ee473244,20250520_145232
cultural integrity and diversity,0.5709524920814304,"- By having qualities such as honesty, well-informed about my cultural values, not undermining anything about my culture ",cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",7ac930db-7fbf-4e71-abea-d3b298ac26e0,ee473244,20250520_145232
cultural integrity and diversity,0.569439124287697,"Continous learning,respect for others and integrity",387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,88ed0467-005b-4d7c-80dd-b1daafecfa64,ee473244,20250520_145232
cultural integrity and diversity,0.5681890416962713,the culture and values we respect might be misunderstood by others,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,034f3355-669c-4e9c-a577-17e821633ddb,ee473244,20250520_145232
cultural integrity and diversity,0.567934950674972,by making sure the norms of cultural heritage aligns with its own,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,538e021e-c7f0-448c-8b05-fe56674c95df,ee473244,20250520_145232
cultural integrity and diversity,0.5674771252594579,"I would prefer AI to consider integrity, respect for diversity and equality",387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,fda9e250-7dc7-4469-8d06-4fbe3b1b37ca,ee473244,20250520_145232
cultural integrity and diversity,0.5666312969400771,Each culture can have its own values. These should be respected. Our culture and religion are intertwined. Insults and disrespect should not be tolerated.,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,6efcd19a-a0d6-416e-9a2f-50332f00c162,ee473244,20250520_145232
cultural integrity and diversity,0.5664196984223773,honesty and integrity,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,994c4648-4fec-48ba-8c7f-996798466769,ee473244,20250520_145232
cultural integrity and diversity,0.5661264913389452,understanding cultural,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,0c2b5eeb-62cf-4490-95a0-2d06df774806,ee473244,20250520_145232
cultural integrity and diversity,0.5655171489065194,"if it consistently shows respect for traditions, values my community’s perspectives, and tailors its advice with cultural sensitivity.

",b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,3d8d5013-c5ad-45b4-b609-387eb0cffe37,ee473244,20250520_145232
cultural integrity and diversity,0.5653874192960707,They should maintain our cultural values thus preventing them from fading away.,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,781c0e80-0ec7-482e-a5af-2860822a26eb,ee473244,20250520_145232
cultural integrity and diversity,0.5639608512778191,being considerate of the culture standards,b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,66d02cec-7044-4ba9-ad5c-417e34c02276,ee473244,20250520_145232
cultural integrity and diversity,0.5627681406762147,It should guide about cultural sensitivity and respect ,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,29273b20-34b7-436c-b736-edab320417f7,ee473244,20250520_145232
cultural integrity and diversity,0.562626265852074,By making statements which shows respect towards our cultural heritage and values.,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,7c5fe84d-2346-4ac6-b113-7205489c03a5,ee473244,20250520_145232
cultural integrity and diversity,0.5622664627225452,Preserve the culture,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,d0f7a585-bc17-4495-8c94-0104e73675fb,ee473244,20250520_145232
cultural integrity and diversity,0.5618702856577087,Simply with respect and diversity,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,fbebe3cc-d42d-40bb-9b1d-edfafba6b107,ee473244,20250520_145232
cultural integrity and diversity,0.5616728099501289,"- It should take into consideration the values such as religion, traditions, and the history in order to respect the cultural heritage",8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,7ac930db-7fbf-4e71-abea-d3b298ac26e0,ee473244,20250520_145232
cultural integrity and diversity,0.5609584094026409,Being humble and respectful to one's culture,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,5b835e6c-8d85-4518-a09c-30d51476bd37,ee473244,20250520_145232
cultural integrity and diversity,0.5592756016421059,Integrity ,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,0dcd4e0f-a663-42c0-b801-5bb9744a0119,ee473244,20250520_145232
cultural integrity and diversity,0.5592485719426039,"Integrity, honesty and respect ",387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,2c0049e9-6d6b-4250-8de7-f08b05f2282d,ee473244,20250520_145232
cultural integrity and diversity,0.5585515118764661,Universal Diversity Inclusion,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,de92e0a0-04aa-4231-9b91-0a756def34ce,ee473244,20250520_145232
cultural integrity and diversity,0.5581606912740809,Having knowledge of my culture and respecting it,b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,479d83c1-faff-4e8f-a358-adb2d28f7716,ee473244,20250520_145232
cultural integrity and diversity,0.5559123327791602,when it involves deep cultural traditions or ethical dynamics,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,7fc38b3f-a94e-4759-b618-1a9f73c260a8,ee473244,20250520_145232
cultural integrity and diversity,0.5553727798303265," ii think it would come from its ability to accurately interpret and respond to cultural nuances, values, and beliefs. This includes providing culturally sensitive and appropriate responses, acknowledging and correcting any cultural mistakes promptly, and continuously learning from diverse cultural datasets to improve its interactions.",b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,705bdad0-2b5b-4bac-ace9-52880dff9032,ee473244,20250520_145232
cultural integrity and diversity,0.5553161673203881,"By being more supportive to our culture, and by following and agreeing on the curtural values",b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,33c0f9cd-fee0-429b-9e93-a512ac66949c,ee473244,20250520_145232
cultural integrity and diversity,0.5552648859255008,Cultural factors must be respected and taken into account when making decisions.,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,766157ec-ecbd-458f-9d92-8277c66495e5,ee473244,20250520_145232
cultural integrity and diversity,0.5548395531331072,"By being more respectfull and agreeing on the values of our cultural heritage it can demostrate that it understands our cultural values following this it should be careful and accurate in helping us with modern tasks , it should adapt itself to the culture and provide assistance with modern tasks
",8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,33c0f9cd-fee0-429b-9e93-a512ac66949c,ee473244,20250520_145232
cultural integrity and diversity,0.5520103419168549,"AI should prioritize cultural sensitivity, adaptability, ethical practices, and a balance between modern and traditional values.",10e840e1-2a07-4820-9ee6-0d88403c357e,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",6bb50096-64d9-499b-ba0b-212b6486250a,ee473244,20250520_145232
cultural integrity and diversity,0.5519315827751397,Integrity honesty and discipline ,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,f99e561f-592a-4a6c-86c1-8bf0daa488d3,ee473244,20250520_145232
cultural integrity and diversity,0.5517485695175384,"tailored communications, incorporation of cultural knowledge, respect for diversity, still learning and practical and respectful assistance",b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,e392d006-cb40-4ffc-9ba2-2015385aecbd,ee473244,20250520_145232
cultural integrity and diversity,0.54973135762413,By respecting my cultural heritage,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,4022caef-f140-4716-bc18-e632faef1af9,ee473244,20250520_145232
cultural integrity and diversity,0.549528922448572,Cultural,7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,04f5bc9c-28d2-45e8-9d59-0f6d3840b7f6,ee473244,20250520_145232
cultural integrity and diversity,0.5478695526050326,Responding to prompts while respecting all cultures.,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,8822acda-366b-4ae9-9149-a3a35f3a1472,ee473244,20250520_145232
cultural integrity and diversity,0.5458273753576408,"yes that i respect my cultural values, morals and upbringing and i wouldnt forfeit them",be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,27779918-926e-4438-acdd-be64ca03bb95,ee473244,20250520_145232
cultural integrity and diversity,0.5457720972344693,by understanding the morals my culture holds and respecting them ,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,8ebbcfa4-e59a-4caa-8323-34cdebe105a7,ee473244,20250520_145232
cultural integrity and diversity,0.5440599476250071,In matters that are cultural,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,bb53be71-61ce-4416-ada3-674155c47022,ee473244,20250520_145232
cultural integrity and diversity,0.5440078529844439,"yes, people cultural perspectived should be respected irrespective of what they are",10e840e1-2a07-4820-9ee6-0d88403c357e,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",27779918-926e-4438-acdd-be64ca03bb95,ee473244,20250520_145232
cultural integrity and diversity,0.5439305561808577,"Respect, inclusion and ethics.",387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,31aead89-63f2-4284-a638-2a03d3f32e7e,ee473244,20250520_145232
cultural integrity and diversity,0.5437903711807675,A great role as tradition and culture define the identity of a community.,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,ebe283d0-435c-4232-9441-2412a316160e,ee473244,20250520_145232
cultural integrity and diversity,0.5435551624684206,by following the laws of my culture and providing feedback that does not go against my cultural norms,b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,fce28444-c1ab-4438-a8cb-7aac2aad3dd0,ee473244,20250520_145232
cultural integrity and diversity,0.54286252860244,just respects our cultural heritage ,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,f38dca05-20b9-44d0-9d15-842acc2436fd,ee473244,20250520_145232
cultural integrity and diversity,0.5422037739136717,The response includes cultural understanding and tolerance,b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,6b3c9cdb-d4ae-472b-9f5a-c0d64ba946d3,ee473244,20250520_145232
cultural integrity and diversity,0.5418584686856284,they should uphold the culture in our conversations,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,1112a02e-ba91-40ed-a154-a7c6aa450bcb,ee473244,20250520_145232
cultural integrity and diversity,0.5414155381082619,Ask for feedback and acknowledge the understanding of the diversity,8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?",13a53c0a-120c-4586-a5ca-7df2e90d7b18,ee473244,20250520_145232
cultural integrity and diversity,0.5413947452212302,"It could preserve traditions, support language access, improve issues with a cultural focus",4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,f1a98716-338b-4bdb-a90d-35d993470828,ee473244,20250520_145232
cultural integrity and diversity,0.541055612621697,cultural norms,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,afa90109-aeb8-4afe-b29a-206a14d16bb4,ee473244,20250520_145232
cultural integrity and diversity,0.5409999674918937,Integrity and accuracy.,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,534546c2-baed-4d73-ab5c-ce06dd127ab9,ee473244,20250520_145232
cultural integrity and diversity,0.5398363537338214,"It can demonstrate respect for my cultural heritage by acknowledging the importance of traditions,should be helpful with modern tasks by offering relevant solutions that consider cultural values 
",8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,60742b6b-32e0-42ac-bee8-2c1d172569d9,ee473244,20250520_145232
cultural integrity and diversity,0.5394730451487518,"Guiding Ethical Decisions,Informed by Cultural Context",4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,8330e9c7-7593-46de-943a-400648e81b42,ee473244,20250520_145232
cultural integrity and diversity,0.5393266147705144,"Integrity, consistency, and reliability. ",387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,cb3a04ba-1f7e-4864-8745-d01c9a5b9fda,ee473244,20250520_145232
cultural integrity and diversity,0.5387113584627135,Integrity. Transparency. ,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,f042754d-942c-45e9-8efd-9b4d2e649794,ee473244,20250520_145232
cultural integrity and diversity,0.5386925002611647,"would want ai to respect cultures, religion, past experiences, diversity, creative and divergent ideas etc.",387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,8f19bc7d-ec31-405e-901d-87c977c7d56c,ee473244,20250520_145232
cultural integrity and diversity,0.5381673469853291,Tradition and culture play a leading role in the community. Respecting tradition and cultural background is the key to solving problems.,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,21bf105d-cf59-443a-8336-806e8fa52702,ee473244,20250520_145232
cultural integrity and diversity,0.5372709654668519,"Cultural sensitivity guides my AI development, respecting diverse communities through collaboration. Critical analysis shapes ethical decisions, while effective communication connects tech with people. Adaptability keeps me current. My skills enable harmonious AI integration that preserves cultural heritage. I contribute to a global community where technology enhances lives while respecting diversity. This creates an inclusive future where AI serves as a bridge between innovation and tradition.",3fb376d6-ea90-4ebe-aa7c-e499bdbbe559,"What kind of personality traits would be most helpful for your needs? For instance:
Should it be more analytical or creative?
Would you like it to ask clarifying questions or work with what you provide?
Should it challenge your ideas or mainly provide support?",023e3fb3-06c9-4a64-858c-7b029179ac7f,ee473244,20250520_145232
cultural integrity and diversity,0.5371186384006248,"understanding values, customs, and local perspectives, ensuring the solutions are respectful and relevant to the community.",4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,3d8d5013-c5ad-45b4-b609-387eb0cffe37,ee473244,20250520_145232
cultural integrity and diversity,0.5365480865704599,"It listens, adapts, and avoids stereotypes. It respects traditions and values. It should also learn from mistakes and improve over time so that culture is not hurt.",b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,f9a0be94-e7de-4ca9-ac72-353f1c17e327,ee473244,20250520_145232
cultural integrity and diversity,0.5362303959064934,"Matters of Ethics and Morality, Matters of Community and Culture",011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,f4d13593-5923-4224-9510-bcd0bebb3fea,ee473244,20250520_145232
cultural integrity and diversity,0.5357253641557601,This should be demonstrated by ensuring use of respectful language and inclusion of all cultural aspects of all communities,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,c3349933-96e4-4ac1-a520-4708286393a1,ee473244,20250520_145232
cultural integrity and diversity,0.5356056214586815,"There are values like religion, honor, faith that may be different also inside Western culture, and AI must consider all there differences",db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,9955152d-0806-41a6-b7c8-ba92a4206224,ee473244,20250520_145232
cultural integrity and diversity,0.5353197314135121,"Community and Family Importance – Decision-making in my culture often involves elders and family input rather than individual choices.
Respect for Traditions – Certain customs, greetings, and ways of communication hold deep significance and should be acknowledged.
Cultural Sensitivity in Language – AI should recognize local dialects, proverbs, and context-specific meanings.",be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,ed181e9b-e704-4347-9e74-0b0026af3c24,ee473244,20250520_145232
cultural integrity and diversity,0.5349559329008137,"Consider cultural traditions, language and communication style, make historical and cultural data accessible to a wide audience through modern technologies. At the same time, remain objective and avoid bias.",8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,11e80845-7ee6-459e-ae77-5a73ba16bff5,ee473244,20250520_145232
cultural integrity and diversity,0.5349258822672249,It should be impartial to cultural and traditional influence.,4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,e2e859fd-a7c1-49ee-9945-c64175c5f861,ee473244,20250520_145232
cultural integrity and diversity,0.533604913036547,By being respective  to the the culture norms  and not promoting things that will have negative  impact  on the society ,8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,f1f1d8f9-8530-47c2-b6c1-08befd6d7592,ee473244,20250520_145232
cultural integrity and diversity,0.5335084955981911,"AI can demonstrate understanding and respect for my cultural heritage by acknowledging cultural values, traditions, and customs in its responses, and by providing contextually appropriate solutions while avoiding stereotypes or biases.",8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,5b27c0a2-0725-4dbd-9cce-0c7de1803300,ee473244,20250520_145232
cultural integrity and diversity,0.533443053848143,"In my community, trustworthiness in an advisor is deeply rooted in both personal integrity and cultural understanding. ",cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",92149261-c131-435c-a11a-180c93e93758,ee473244,20250520_145232
