Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
d0eb5aaf-5455-4932-ad65-36ccb2829bc8,"Any advice on how to harm others, commit illegal actions. Even in the form of a conversation/joke.",Negative,Harmful or violent behavior,Illegal activities and crime,,,,,,,,
778409f3-8059-4549-af9b-f9bc2f26b8b0,Any advice that should bring harm to a person or property.,Negative,Advice that could cause harm or danger,,,,,,,,,
596db86f-14d8-4fa6-9694-6f04592bb72f,Avoid topics of politics and crime syndicate,Negative,Illegal activities and crime,Politics and political opinions,,,,,,,,
2d144f16-8f71-424e-ae1e-b8ecfffc32e9,Bullying ,Neutral,Harmful or violent behavior,Hate speech and offensive language,,,,,,,,
3cc32863-94ce-4435-8e6d-eed9e0cd3e60,Confirming racist or bigoted thoughts towards other groups ,Neutral,Racism and discrimination,,,,,,,,,
9066d5ca-23e2-46ab-8a46-5ca4b4b508cf,Crimes and immoral stuff. But there should be a commonsense aspect to the filter.,Neutral,Ethical and moral issues,Illegal activities and crime,,,,,,,,
c9d3f78a-0f10-4721-95f3-fbb74e23833a,Criminal methods,Neutral,Illegal activities and crime,,,,,,,,,
0fcea9d3-a048-43b8-8d08-32902fc45f25,"Cultural disrespect

Suicide ways

Methods to manufacture harmful substances ",Neutral,Cultural disrespect and insensitivity,Drugs and substance abuse,Self-harm and suicide,,,,,,,
5b835e6c-8d85-4518-a09c-30d51476bd37,Disrespectful advices,Positive,Cultural disrespect and insensitivity,,,,,,,,,
534546c2-baed-4d73-ab5c-ce06dd127ab9,Disrespectful ones,Neutral,Hate speech and offensive language,,,,,,,,,
d108b686-d5ce-4c10-a478-cdc5676ca08d,"Health,marriage, personal finance advise ",Neutral,Financial advice and personal finance,Marriage and marital advice,Medical advice and health issues,,,,,,,
6adea288-9cd4-46d9-8c81-977692a9f894,How to commit any kind of violence,Negative,Harmful or violent behavior,Violence and weapons,,,,,,,,
4aa6cc38-b1e8-44bd-89fd-33654e3bf59e,How to treat people regarding their physical appearance.,Neutral,Advice that could cause harm or danger,,,,,,,,,
b9a3319f-2c79-469f-af75-f061bd29b32e,Hurting you or someone else,Neutral,Harmful or violent behavior,,,,,,,,,
a8a5661b-a852-4b75-bc3b-8d77d597c387,I believe advice for acts of terrorism is always the most inappropriate thing to discuss.,Negative,Harmful or violent behavior,,,,,,,,,
8f160aae-329f-4b9e-a1a5-be5bf4d47207,"I do not have any in mind but generally, anything that might pose harm or abuse as a whole like say violence of any kind or something that might show bulling",Negative,Advice that could cause harm or danger,Harmful or violent behavior,,,,,,,,
b9d8623c-9508-4f53-b9ba-eb1d6c8595e2,"I guess the ones helps to harm other people

",Neutral,Advice that could cause harm or danger,,,,,,,,,
3a2763f1-b003-4913-b246-52f6d0b38bd2,I think something to do with politics.,Neutral,Politics and political opinions,,,,,,,,,
5e0a3fbe-43f9-4d71-920f-b5fad35103da,If it's about politics,Negative,Politics and political opinions,,,,,,,,,
14e13b06-73a2-4302-958c-9e38fdeb5184,Illegal advice,Neutral,Illegal activities and crime,,,,,,,,,
10260202-5539-4e1c-bee8-20051fc1ec79,"Incitement to hatred, revenge and violence. He should always and in any case be a good mediator",Neutral,Harmful or violent behavior,Hate speech and offensive language,,,,,,,,
8e672d8b-f597-49dc-be6e-88d7bcd3816a,"Induce any kind of crime or promote morally incorrect things such as pedophilia, abuse, etc.",Negative,Ethical and moral issues,Illegal activities and crime,,,,,,,,
68d4b867-f258-4454-abbd-9368cab65ee9,Information which can make riots should be avoided ,Negative,Advice that could cause harm or danger,,,,,,,,,
79e1a321-349d-4b03-bbd3-66aed83a53ea,Like about discriminations and use of drugs and encouraging crime,Negative,Drugs and substance abuse,Illegal activities and crime,Racism and discrimination,,,,,,,
9916cdeb-de2c-4425-a023-a51fda22e2a8,"Murder topics, How to disrespect people",Negative,Advice that could cause harm or danger,Harmful or violent behavior,,,,,,,,
be144fd6-6a9b-40ad-84e9-8b445f65486c,"Murder, suicide, harming others, breaking the law",Negative,Harmful or violent behavior,Illegal activities and crime,Self-harm and suicide,,,,,,,
f503005e-adc7-46b8-af4d-0a82cd4bfab8,Not sure - medical advice ? ,Neutral,Medical advice and health issues,Uninformative answer,,,,,,,,
a45b6887-edaa-4386-9d0d-f13b80604a82,"Obvious ones, such as helping with a crime or anything that could encourage the user to harm other people.",Neutral,Advice that could cause harm or danger,Illegal activities and crime,,,,,,,,
3d2ffa7d-9f32-4596-853a-866b8a195742,"Offensive, illegal, unethical, unprofessional.",Negative,Ethical and moral issues,Hate speech and offensive language,Illegal activities and crime,,,,,,,
a990ab2d-76ad-43e5-b59d-2e77f0029713,"On sexual preferances, how to use violence, or harm other people",Negative,Harmful or violent behavior,Sexual content and nudity,Violence and weapons,,,,,,,
dd3f4c81-4e65-43c4-9cc1-5306b0d792c6,Ones that dehumanise people or advocate to harm others.,Negative,Advice that could cause harm or danger,Harmful or violent behavior,,,,,,,,
016dfaac-98a0-4c81-b01a-619044acf5cb,Ones that lead to self harm or harm towards others whether physically or emotionally.,Negative,Harmful or violent behavior,Self-harm and suicide,,,,,,,,
a6deead2-c92c-4d6e-8cea-7cf8c4151cc3,"Pedophilia, assisting a crime",Neutral,Illegal activities and crime,,,,,,,,,
d2b4e2f5-f060-4ec7-af96-20598df2a07d,Political ,Neutral,Politics and political opinions,,,,,,,,,
ec8451e9-04f7-40ec-b705-05daf0aa5a25,Political advice,Neutral,Politics and political opinions,,,,,,,,,
80467358-0f25-4028-93ef-e7a8ee893cfe,"Political topics, I would say.",Neutral,Politics and political opinions,,,,,,,,,
09986c8b-342d-417c-a716-2b677f98fd73,"Political, partisan, religious, and personal and pejorative advice",Neutral,Hate speech and offensive language,Politics and political opinions,Religion and religious beliefs,,,,,,,
6a948fcd-ff1f-40c5-b0a3-34550647bfd8,"RACISM, VIOLENCE",Neutral,Harmful or violent behavior,Racism and discrimination,,,,,,,,
a52ba483-33a2-408c-a91b-c56dc024a30f,"Racial profiling, geographical biasness, age gap, ethnical backgrounds ",Neutral,Racism and discrimination,,,,,,,,,
fca91534-9064-4777-938e-3b54ca00569d,Racism ,Neutral,Racism and discrimination,,,,,,,,,
98bb6785-a436-4b26-8515-8c6df0fdedb6,"Self harm

Harming others 

How to commit a crime ",Neutral,Harmful or violent behavior,Illegal activities and crime,Self-harm and suicide,,,,,,,
8eebc575-068d-4b73-b091-3563a95fa0be,Self harm and things that may trigger to harm someone else,Negative,Advice that could cause harm or danger,Self-harm and suicide,,,,,,,,
355c4bd3-66d0-483a-bc0f-46ced3b80271,Self-harm. Racism. Sexism.,Neutral,Racism and discrimination,Self-harm and suicide,Sexual content and nudity,,,,,,,
231f8b35-ef3b-4c3b-b623-bc669654cea3,Sensitive or crime-related topics,Neutral,Illegal activities and crime,Taboo and controversial topics,,,,,,,,
a01fc1fa-d058-4192-a8d5-bc6fcb24b86e,"Sex, drugs, gambling, harming others or yourself, etc. that violate local laws",Negative,Drugs and substance abuse,Harmful or violent behavior,Illegal activities and crime,Sexual content and nudity,,,,,,
6e4834b0-98f3-4e49-a431-a993659bf550,"Sexsual orientation, rape, women abuse, pedophile,  beastiality, drugs, and use of violent crime against people. ",Negative,Drugs and substance abuse,Harmful or violent behavior,Sexual content and nudity,Violence and weapons,,,,,,
2ae831c0-a50e-4f0d-b4fa-2150dcece1af,"Sexual and nudity advises  
Disrespectful topics towards parents, guardians and anyone older than us 
Drug and substance abuse 
Advices on violent crimes and ideals
Drug addiction ",Neutral,Drugs and substance abuse,Harmful or violent behavior,Hate speech and offensive language,Sexual content and nudity,,,,,,
4f6fd4ae-144c-477e-b568-6688cdf62419,"Something that could trigger the culture?, opinions on things that has been believed for years.",Neutral,Cultural disrespect and insensitivity,Sensitive cultural and traditional practices,,,,,,,,
d25752a4-13b4-43a5-aad0-11df94e90c2d,Taboos such a abortion and murder assistance.,Negative,Taboo and controversial topics,,,,,,,,,
6ba259cb-c86a-49d4-9e28-1bc5b99b5466,Talk about religion and pushing it to you. Talk about politics,Neutral,Politics and political opinions,Religion and religious beliefs,,,,,,,,
bb0b5efc-52a6-4e19-b37b-07d049e50772,The Great War,Neutral,Other,,,,,,,,,
dd240f8e-1291-40f4-9234-95206bea6f5a,The specific implementation of illegal and criminal activities is very feasible because I often ask AI for step-by-step suggestions.,Neutral,Illegal activities and crime,,,,,,,,,
c65d288c-e7df-465d-a124-c12f664e48ac,To be disrespectful or do some bad or illegal things. ,Negative,Advice that could cause harm or danger,Hate speech and offensive language,Illegal activities and crime,,,,,,,
4c72fe0d-5140-48e5-acf8-9a9826e277bb,Topics about culture that trigger ethnic and racial conflict or racism,Negative,Racism and discrimination,,,,,,,,,
552b9831-1699-46f9-9950-d6ea7e3d2ae2,"Topics about violence, scams and abuse of people or animals, theft and blackmail",Negative,Harmful or violent behavior,Illegal activities and crime,Violence and weapons,,,,,,,
e499102d-34db-4037-ae05-fba3ee222050,"Topics that seek professional advice like medical, legal, financial, mental health.",Neutral,Advice requiring professional expertise,Financial advice and personal finance,Legal advice and law-related topics,Medical advice and health issues,Mental health and psychological advice,,,,,
fd9cb339-fa0c-47e6-9c88-838f39ef494d,"Violence, weapons, detailed information about crimes",Neutral,Harmful or violent behavior,Violence and weapons,,,,,,,,
0a57f43b-f6fe-4e59-bcd8-d7ede19a85fa,Ways of harming oneself or someone else in any way. ,Negative,Harmful or violent behavior,,,,,,,,,
78653c08-4982-4081-ac68-ee58b16eb605,X rated content violent content disrespectful content invasion of privacy content.,Negative,Harmful or violent behavior,Privacy and personal data,Sexual content and nudity,,,,,,,
e27db10a-283b-438d-beec-cd5d6162aed2,how to do harm to another human-being.,Negative,Harmful or violent behavior,,,,,,,,,
0e2be727-f313-4ae1-8aa6-78df2af76207,"on voting, and war or monarchy strategies",Neutral,Politics and political opinions,Sensitive historical and geopolitical issues,,,,,,,,
6bb9942a-66fb-4cbf-9dcc-ca4a912dd238,political advice,Neutral,Politics and political opinions,,,,,,,,,
0a37658a-2d20-4c3d-b9c3-d398911686a3,politics,Negative,Politics and political opinions,,,,,,,,,
92f0f15d-6aca-4c97-86b3-904cca3ab49f,racism,Negative,Racism and discrimination,,,,,,,,,
e11da895-e507-4bdb-804b-fa86471c68bc,racism,Negative,Racism and discrimination,,,,,,,,,
7eaf00b1-9737-4cc9-9557-065b1024f62e,"racism , ",Negative,Racism and discrimination,,,,,,,,,
38543d12-2da6-476e-9a50-39249795c59e,"religious theme, violence, disrespect, contempt, offensive tone, agitation.",Negative,Harmful or violent behavior,Hate speech and offensive language,Religion and religious beliefs,,,,,,,
d37505b7-6aec-4b9f-99bc-5fde3c6971cd,"such as hateful advice or racism or sexuality

",Negative,Hate speech and offensive language,Racism and discrimination,Sexual content and nudity,,,,,,,
2e22d920-d25b-4d3e-99a1-fdc1c77096c0,unethical behavior topics like crime,Negative,Illegal activities and crime,,,,,,,,,
7ac930db-7fbf-4e71-abea-d3b298ac26e0,"- Backtalking

- Giving any confidential and private information about people

- Without having the knowledge to its full extent, choosing to tell something as if it is true",Neutral,Other,Privacy and personal data,,,,,,,,
d9864ea0-96c4-46cb-8109-5fd8623b0870,AI should always give advice when needed.,Neutral,Uninformative answer,,,,,,,,,
32930c65-ecfd-46b6-9d45-3378bdf48dfa,"AI should avoid advising on medical, legal, religious, financial, or harmful matters in Indian culture.",Negative,Financial advice and personal finance,Harmful or violent behavior,Legal advice and law-related topics,Medical advice and health issues,Religion and religious beliefs,,,,,
590fd9c3-16c2-4312-9f22-bbc96e593d88,AI should avoid giving advice on sensitive topics like caste or religions.,Negative,Caste and social hierarchy,Religion and religious beliefs,,,,,,,,
c83cd3f7-2ec2-48f0-ab4b-8f6fbb3ab67a,"AI should be respecting any given culture and ethics, it should be smart enough to realise not to abuse or disrespect any caste creed religion or group of society.",Negative,Caste and social hierarchy,Cultural disrespect and insensitivity,Religion and religious beliefs,,,,,,,
724e3885-d427-472c-b967-95b7bbac86f2,"AI should never give advice on family, sex, marriage, religion, ethnicity.",Negative,Marriage and marital advice,Personal relationships and family matters,Religion and religious beliefs,Sexual content and nudity,,,,,,
3525f143-3349-4ea4-bc70-475bbff48100,AI should not take a stance in any of the political issues around the world. It could be anything small like a local issue or a major war. AI should only provide with factual data in such situations,Neutral,Bias and impartiality,Politics and political opinions,,,,,,,,
d3dae3b1-b9e9-4b4b-bf04-0df16db76659,"About racial information about peoples or past cultural informations which is not nice

",Negative,Racism and discrimination,Sensitive historical and geopolitical issues,,,,,,,,
f20c643a-9acc-4e34-a744-411228f2111a,"About rape, suicide or emotional guidance",Neutral,Mental health and psychological advice,Self-harm and suicide,,,,,,,,
c9b3bd8e-aac7-46bc-b3af-84721f3a6b47,Advice about major life choices. ,Positive,Other,,,,,,,,,
329f13ca-5461-43e1-bfdf-dd1297cd276c,"Advice about marriage: how to make a marriage work, nothing about self harm should be said. Nothing about  supporting children in doing something wrong or generating negative sentiment.  No talk on encouraging crime or degrading women in any way",Neutral,Advice that could cause harm or danger,Harmful or violent behavior,Marriage and marital advice,Self-harm and suicide,,,,,,
817f7337-6494-423d-b442-3dbcf41c7c2d,Advice about whom to worship.,Neutral,Religion and religious beliefs,,,,,,,,,
8a3e1ee1-700d-49ea-b1a9-a37b490900e3,"Advice on committing illegal activities such as stealing, hacking or manufacturing illegal substances. Medical diagnoses. Promoting extreme ideas.",Neutral,Illegal activities and crime,Medical advice and health issues,Violence and weapons,,,,,,,
1866883e-45e9-483f-836a-2fc8789bdccf,Advice on how to be conventionally successful in my country. ,Neutral,Other,,,,,,,,,
256a32fa-fba6-44ab-9041-ed52b9db8770,Advice on how to be violent to another or maybe suicidal stuff,Negative,Harmful or violent behavior,Self-harm and suicide,,,,,,,,
cf5e5712-b171-4b35-9985-5656bfbc7b8b,Advice on how to commit a crime.,Neutral,Illegal activities and crime,,,,,,,,,
b514f72f-9744-496e-aeed-8e82d5bbf0c8,"Advice on politics or who to vote for in elections.
Advice on local conflicts between races or ethnic groups or between different groups in the population",Neutral,Politics and political opinions,Racism and discrimination,,,,,,,,
4396cd07-f52e-4af4-bee2-ba9f1c7a1270,Advice on religious questions as most answers are contextual. ,Neutral,Religion and religious beliefs,,,,,,,,,
cbe13591-7f38-463b-bbb5-462471ffc289,"Advice should never be given to harm another person, damage their integrity, make malicious use of data, etc.",Negative,Advice that could cause harm or danger,,,,,,,,,
dfaaaf37-c776-419d-883c-68d34fa2be4c,"Advice should not threaten a person's potential physical or social component. For example, one should not advise a woman in the Caucasus to take a walk alone in the Park or in the forest, as this is extremely dangerous. One should also not advise a guy in a traditional family in the southern Urals to come out to the family, as this can lead to tragic consequences.",Negative,Advice that could cause harm or danger,Personal relationships and family matters,,,,,,,,
a3915d1e-9be7-4aad-b207-4f42f226f803,Advice that could harm your life or the lives of others.,Negative,Advice that could cause harm or danger,,,,,,,,,
d30bbb7d-f221-4803-8002-cac695ad6cb2,Advice that harms the integrity of oneself or others,Negative,Advice that could cause harm or danger,,,,,,,,,
64befc02-61eb-4109-b541-03f9f4206f40,"Advice that is, racist, sexist or just generally hateful. ",Negative,Hate speech and offensive language,Racism and discrimination,,,,,,,,
def229b2-fa6e-4135-bb7c-4bedf621ed1c,Advice that will hurt other people.,Negative,Advice that could cause harm or danger,,,,,,,,,
4cdd5311-dd95-4bef-bfc9-94c537e1eff3,"Advice to cause harm to self and others, for example advice on how to scam people or how to hurt yourself or others should not be given",Negative,Advice that could cause harm or danger,Harmful or violent behavior,Illegal activities and crime,Self-harm and suicide,,,,,,
369aa487-fd68-4a75-9d0f-1a9fc6fd6a60,Am open to any advice from AI concerning my cultural context,Neutral,Uninformative answer,,,,,,,,,
5c1a3466-aa40-4b8a-a3c4-fac028d4defb,"An AI should avoid giving advice on topics that require personal judgment or are highly sensitive, such as mental health, legal matters, or medical issues, unless it is clearly supported by certified professionals. It should also steer clear of providing advice on political or religious topics in ways that may inadvertently cause offense or promote bias. ",Negative,Advice requiring professional expertise,Legal advice and law-related topics,Medical advice and health issues,Politics and political opinions,Religion and religious beliefs,,,,,
25e9a389-4acf-45e8-a49b-1efbcd40b239,"An AI should never give advice on religion, politics, medical/legal decisions, sensitive cultural issues, or specific financial choices in my cultural context. These topics are too personal or complex for an AI to handle appropriately.",Negative,Financial advice and personal finance,Legal advice and law-related topics,Medical advice and health issues,Politics and political opinions,Religion and religious beliefs,Sensitive cultural and traditional practices,,,,
8822acda-366b-4ae9-9149-a3a35f3a1472,"Answers or advice that may cause physical or emotional harm, or even incite the user to commit an atrocity.",Negative,Advice that could cause harm or danger,Harmful or violent behavior,,,,,,,,
ab84f73b-40d9-42f5-afd6-3ebcb5511713,"Any kind of advice would be good, except for how to threaten another person's well-being.",Negative,Advice that could cause harm or danger,Harmful or violent behavior,,,,,,,,
acce3090-5711-4eac-a143-82d8a1003268,"Any prohibited context , advice that require breaking of law or any vulgarity. ",Neutral,Hate speech and offensive language,Illegal activities and crime,,,,,,,,
498b82cc-3a56-41cc-8a10-6298794741cd,Anything illegal or disrespectful ,Negative,Cultural disrespect and insensitivity,Illegal activities and crime,,,,,,,,
2b6a48cb-2887-4e93-9129-a7737c215497,Anything that can aid in causing harm or cause danger to a fellow human. ,Neutral,Advice that could cause harm or danger,,,,,,,,,
29273b20-34b7-436c-b736-edab320417f7,Anything that can invoke crime or hatred,Neutral,Hate speech and offensive language,Illegal activities and crime,,,,,,,,
18a86830-b6f5-426f-8b2c-beb86fd7a23b,"Anything that could be offensive to anything considered sacred, such as religious figures, or showing respect for dramatic events or deceased persons, whoever they may be.",Neutral,Cultural disrespect and insensitivity,Religion and religious beliefs,,,,,,,,
e1bce1ba-9e84-41d7-b71c-82183e76eb9d,"Anything that goes against the law, any advice that causes or may cause any harm to one or more people",Neutral,Advice that could cause harm or danger,Illegal activities and crime,,,,,,,,
435f9fa9-8e71-49af-ac8e-9d216307e39a,"Anything that harms other people's thoughts, feelings, religious background, skin color, etc.",Neutral,Cultural disrespect and insensitivity,Racism and discrimination,Religion and religious beliefs,,,,,,,
753af44b-0bbe-446d-9e4a-a2c821fc38e9,Anything that talks ill of someone else and also giving bad advise that would end up harming someone,Negative,Advice that could cause harm or danger,Hate speech and offensive language,,,,,,,,
45cf1082-2cc4-46bd-aa9b-400ed2e7a2cf,"Anything violent, illegal or of a sexual nature.",Negative,Harmful or violent behavior,Illegal activities and crime,Sexual content and nudity,,,,,,,
732f9ff2-a69f-414c-9364-cae18f84d20e,Avoid discussing political matters or other people's privacy.,Negative,Politics and political opinions,Privacy and personal data,,,,,,,,
4eab80a1-8c10-48a0-bb58-b6bd3c416c14,"Avoid discussing politics, avoid giving advice on major life-changing events; avoid moralizing news",Negative,Ethical and moral issues,Politics and political opinions,,,,,,,,
7d384290-55b2-43a2-a8be-ecdde6bb779d,Avoid providing information and plans that involve crimes or endanger the safety and interests of others.,Negative,Advice that could cause harm or danger,Illegal activities and crime,,,,,,,,
e9db9c44-7ccf-4a89-bb8c-44847bec1b52,"Avoid racial issues, gender inequality, and some hypothetical questions.",Neutral,Gender identity and sexual orientation,Racism and discrimination,Taboo and controversial topics,,,,,,,
b7e5ccf4-da1d-4acc-b22b-02b973fbe6d9,Biased advices that are disrespectful or leaning towards radical opinions ,Negative,Bias and impartiality,,,,,,,,,
20e78ce3-0e12-465d-a6c1-4b18fe7ab709,Biased and negative advice ,Negative,Bias and impartiality,,,,,,,,,
610f28bc-0c7c-46a1-86cd-818dc6190e7d,Calls for physical or verbal aggression are unacceptable.,Negative,Harmful or violent behavior,,,,,,,,,
15ce643b-ad4e-4a8c-b54e-183ac238a668,"Cheating money, cheating feelings, committing crimes",Negative,Illegal activities and crime,Personal relationships and family matters,,,,,,,,
308d8f98-d64c-4bed-8887-b78126d74542,"Child pornographery

Killings i.e. extremely violent crimes",Neutral,Harmful or violent behavior,Illegal activities and crime,,,,,,,,
4f52be22-01f9-4705-8f07-cabd6dcb06bd,Crime and Drug Abuse Advice,Neutral,Drugs and substance abuse,Illegal activities and crime,,,,,,,,
04dc8c4b-efaa-4be9-a18f-414fbe21628a,"Criminal activity, harmful parties and religions, weapons",Neutral,Harmful or violent behavior,Illegal activities and crime,Other,Violence and weapons,,,,,,
ea9fea57-9271-44e8-a81b-fb3bcda67d1f,Cultures deemed retrospective ,Neutral,Other,,,,,,,,,
02949b2e-f43a-4c29-84c9-695a6e2a275e,Dangerous advice.,Negative,Advice that could cause harm or danger,,,,,,,,,
57afa96c-7a5e-487c-b9b9-18da9696459f,Dark and tabooed topics. My culture is somewhat conservative.,Neutral,Taboo and controversial topics,,,,,,,,,
7452ed4f-f467-41ca-829d-7008b45d4a75,"Difference and comparison of culture ,especially  countries with sensitive politics",Neutral,Sensitive historical and geopolitical issues,,,,,,,,,
a246418a-9bb9-420a-be47-6e2ff6a512af,Disrespect or abuse someone,Negative,Hate speech and offensive language,,,,,,,,,
bdc6211f-2117-46fb-967b-ac95de95cc8d,"Economic, environmental and freedom advice.

",Positive,Other,,,,,,,,,
2fb56887-1d0c-42cf-b91f-c63dced6c6ef,"Giving advice on how to handle grief, deep emotional trauma, or relationship breakdowns. While AI can offer resources like mental health professionals or support groups, it shouldn’t try to provide counseling or advice in these deeply personal areas.",Neutral,Advice requiring professional expertise,Mental health and psychological advice,Personal relationships and family matters,,,,,,,
7aca3ca3-01a3-479f-abd7-20b277cf6a89,Giving excessive advice without knowing which country the AI user is from. Local rights are still upheld.,Neutral,Cultural disrespect and insensitivity,,,,,,,,,
0a6c06fe-1dc1-4ad0-a4a9-909c77d07f70,"Giving instructions on illegal activities. For example, how to carry out theft, burglary, or breaking the law. It should also not encourage ways of suicide.",Negative,Illegal activities and crime,Self-harm and suicide,,,,,,,,
3b73f9f3-bb63-4b05-a854-a3ea46339060,"Giving instructions or advice on how to act on political issues that could be harmful to part of the population. Being a country that lived under a dictatorship, some fascist ideas are still present and continue to be represented in the government. One should never push to perpetuate or extreme fascist, racist, sexist or discriminatory behaviors in terms of age, gender and sexuality.",Neutral,Hate speech and offensive language,Politics and political opinions,Racism and discrimination,,,,,,,
e587a3fb-17c9-49e2-bf15-3c345fe53b47,Harmful action,Neutral,Advice that could cause harm or danger,Harmful or violent behavior,,,,,,,,
6e6471a6-b82c-475b-ac32-5665cef27b7b,Have a bad influence on others,Negative,Other,,,,,,,,,
55e38d3d-f49a-405d-814b-165e6b6f1ee6,"How to be a nuisance.

",Negative,Other,,,,,,,,,
74374436-2334-4626-b841-7cf7c7265510,How to commit suicide or harm oneself/others or commit other crimes,Negative,Advice that could cause harm or danger,Harmful or violent behavior,Illegal activities and crime,Self-harm and suicide,,,,,,
28498d04-ff1c-4e1a-a270-23680e420dee,How to evade legal sanctions and other issues that trigger moral bottom lines,Neutral,Ethical and moral issues,Legal advice and law-related topics,,,,,,,,
7b06e505-a39b-44d9-b194-a96be8d043ff,How to insult someone,Negative,Harmful or violent behavior,Hate speech and offensive language,,,,,,,,
f93c9f1d-8ea6-408e-aafc-6520aeb27ba5,How to kill someone. How to manipulate people.,Negative,Advice that could cause harm or danger,Violence and weapons,,,,,,,,
ada66fd9-5ba1-4c39-b382-bab23fc77562,How to raise children ,Neutral,Personal relationships and family matters,,,,,,,,,
42346b4b-485f-43a7-bc37-70f9b6b5e699,I am not sure about this but in my opinion not giving advice towards one without knowing the story of the other guy should be something not to advice ,Negative,Uninformative answer,,,,,,,,,
d0d4cf49-6f59-4032-8e06-98bdc0150245,"I believe topics related to suicide, information about unknown individuals, and illegal drugs should not be provided. It is better to respond with a refusal and recommend visiting a trusted website for support or information.",Neutral,Drugs and substance abuse,Illegal activities and crime,Self-harm and suicide,,,,,,,
cfb867bc-12ce-48e7-a18b-e49901a7344b,I guess it's about seeking advice from others. Our culture values a sense of power.,Neutral,Other,,,,,,,,,
4a47f847-82e6-469a-b7ae-a6036fb17f46,I think as long as the AI has an understanding of culture then it should definitely provide answers to questions I ask.,Neutral,Uninformative answer,,,,,,,,,
8cd0ce45-c73b-4b7b-ade0-07d1c7455046,I think it should give advice on anything that is legal,Neutral,Uninformative answer,,,,,,,,,
722ffc3d-74f1-40eb-9294-576650bbc431,I think it would be in the AI's best interest to not be limited in terms of its potential advice. It needs to be trained to find middle grown and offer concise advice.,Neutral,Uninformative answer,,,,,,,,,
1742e489-ec0d-4fb1-94f6-2d563b49c46e,I think religion is one which is private to someone. Something analytical is what I generally except from AI.,Neutral,Religion and religious beliefs,,,,,,,,,
e1828cb6-a9f6-4fd5-b29a-6381d66866fe,"If asked, I think it should give advice on anything. Except concerning/illegal/violent things of course.",Neutral,Advice that could cause harm or danger,Harmful or violent behavior,Illegal activities and crime,,,,,,,
e1560907-760a-4c3f-8a46-c1ab64d3bc65,"Illegal advice, suicide advice",Negative,Illegal activities and crime,Self-harm and suicide,,,,,,,,
11aca137-ad08-498d-97c5-0e2001fcffd5,Impolite words and racist.,Neutral,Hate speech and offensive language,Racism and discrimination,,,,,,,,
21bf105d-cf59-443a-8336-806e8fa52702,"In China, it is offensive to provide private information, such as discussing family disputes. But overall, I think there are no topics or suggestions that are very offensive.",Negative,Personal relationships and family matters,Uninformative answer,,,,,,,,
